Wall time,Step,Value
1590171143.6925874,0,0.01016578171402216
1590179551.7644565,1,0.020720798522233963
1590187994.2766593,2,0.15754365921020508
1590196477.9188507,3,0.3008253276348114
1590205210.367557,4,0.3839535117149353
1590213757.5274491,5,0.4436607360839844
1590222272.929539,6,0.4896731972694397
1590230831.4923184,7,0.5300383567810059
1590239337.63191,8,0.559040904045105
1590247902.4633973,9,0.5890796184539795
1590256533.0683627,10,0.6154590845108032
1590265203.398103,11,0.6371784210205078
1590273851.1891327,12,0.6543049812316895
1590282526.5275166,13,0.6721342206001282
1590291194.2869453,14,0.690105140209198
1590299721.4858453,15,0.7113626599311829
1590308249.6376524,16,0.7151978015899658
1590316788.8668985,17,0.7397335767745972
1590325362.3125873,18,0.7438863515853882
1590333947.7966247,19,0.7614805102348328
1590342566.1915026,20,0.7707617878913879
1590350900.370766,21,0.781020998954773
1590358988.7882488,22,0.7921796441078186
1590367116.8530476,23,0.805519700050354
1590375229.4550083,24,0.8229777812957764
1590383347.776941,25,0.8249809741973877
1590391664.3896663,26,0.8286759853363037
1590400248.3736112,27,0.8301887512207031
1590408827.8491395,28,0.8368842005729675
1590417401.1512828,29,0.8451720476150513
1590425881.839751,30,0.8987425565719604
1590434307.5285642,31,0.9195044636726379
1590442716.121336,32,0.928024411201477
1590451129.8099487,33,0.933910071849823
1590459560.4644253,34,0.9391331076622009
1590467968.6607258,35,0.94355309009552
1590476402.9265332,36,0.9461203813552856
1590484808.5226827,37,0.9494482278823853
1590493239.649508,38,0.9523606896400452
1590501761.8092446,39,0.9548994302749634
1590510353.6931584,40,0.9580656290054321
1590518743.0928717,41,0.9587458968162537
1590527151.509392,42,0.9589884281158447
1590535557.3328414,43,0.9589361548423767
1590543903.8602557,44,0.9593057036399841
1590552262.3981192,45,0.9593300819396973
1590560752.910067,46,0.9602562189102173
1590569131.9041157,47,0.9601598381996155
1590577667.4505174,48,0.9603590369224548
1590586224.390758,49,0.960280179977417
